county,name,year,population
21,Gävleborgs län,1995,288509.0
21,Gävleborgs län,1996,286789.0
21,Gävleborgs län,1997,284636.0
21,Gävleborgs län,1998,282226.0
21,Gävleborgs län,1999,280717.0
21,Gävleborgs län,2000,279262.0
21,Gävleborgs län,2001,278171.0
21,Gävleborgs län,2002,277012.0
21,Gävleborgs län,2003,276866.0
21,Gävleborgs län,2004,276599.0
21,Gävleborgs län,2005,275994.0
21,Gävleborgs län,2006,275653.0
21,Gävleborgs län,2007,275556.0
21,Gävleborgs län,2008,275908.0
21,Gävleborgs län,2009,276220.0
21,Gävleborgs län,2010,276508.0
21,Gävleborgs län,2011,276130.0
21,Gävleborgs län,2012,276637.0
21,Gävleborgs län,2013,277970.0
21,Gävleborgs län,2014,279991.0
21,Gävleborgs län,2015,281815.0
22,Västernorrlands län,1968,269516.0
22,Västernorrlands län,1969,267359.0
22,Västernorrlands län,1970,267403.0
22,Västernorrlands län,1971,267682.0
22,Västernorrlands län,1972,267620.0
22,Västernorrlands län,1973,267273.0
22,Västernorrlands län,1974,267608.0
22,Västernorrlands län,1975,268034.0
22,Västernorrlands län,1976,268237.0
22,Västernorrlands län,1977,268357.0
22,Västernorrlands län,1978,268110.0
22,Västernorrlands län,1979,267895.0
22,Västernorrlands län,1980,267935.0
22,Västernorrlands län,1981,267115.0
22,Västernorrlands län,1982,266038.0
22,Västernorrlands län,1983,264803.0
22,Västernorrlands län,1984,263598.0
22,Västernorrlands län,1985,262314.0
22,Västernorrlands län,1986,261089.0
22,Västernorrlands län,1987,260332.0
22,Västernorrlands län,1988,259964.0
22,Västernorrlands län,1989,260488.0
22,Västernorrlands län,1990,261155.0
22,Västernorrlands län,1991,261280.0
22,Västernorrlands län,1992,260829.0
22,Västernorrlands län,1993,260567.0
22,Västernorrlands län,1994,260295.0
22,Västernorrlands län,1995,258290.0
22,Västernorrlands län,1996,256587.0
22,Västernorrlands län,1997,254354.0
22,Västernorrlands län,1998,251884.0
22,Västernorrlands län,1999,249299.0
22,Västernorrlands län,2000,246903.0
22,Västernorrlands län,2001,245078.0
22,Västernorrlands län,2002,244319.0
22,Västernorrlands län,2003,244105.0
22,Västernorrlands län,2004,244195.0
22,Västernorrlands län,2005,243736.0
22,Västernorrlands län,2006,243978.0
22,Västernorrlands län,2007,243449.0
22,Västernorrlands län,2008,243372.0
22,Västernorrlands län,2009,243042.0
22,Västernorrlands län,2010,242625.0
22,Västernorrlands län,2011,242155.0
22,Västernorrlands län,2012,241981.0
22,Västernorrlands län,2013,242156.0
22,Västernorrlands län,2014,243061.0
22,Västernorrlands län,2015,243897.0
23,Jämtlands län,1968,134673.0
23,Jämtlands län,1969,132436.0
23,Jämtlands län,1970,131289.0
23,Jämtlands län,1971,131832.0
23,Jämtlands län,1972,132252.0
23,Jämtlands län,1973,132542.0
23,Jämtlands län,1974,133044.0
23,Jämtlands län,1975,133433.0
23,Jämtlands län,1976,133752.0
23,Jämtlands län,1977,134189.0
23,Jämtlands län,1978,134420.0
23,Jämtlands län,1979,134653.0
23,Jämtlands län,1980,134934.0
23,Jämtlands län,1981,134945.0
23,Jämtlands län,1982,134865.0
23,Jämtlands län,1983,134946.0
23,Jämtlands län,1984,134731.0
23,Jämtlands län,1985,134190.0
23,Jämtlands län,1986,133543.0
23,Jämtlands län,1987,133389.0
23,Jämtlands län,1988,134116.0
23,Jämtlands län,1989,134789.0
23,Jämtlands län,1990,135726.0
23,Jämtlands län,1991,136009.0
23,Jämtlands län,1992,135910.0
23,Jämtlands län,1993,136073.0
23,Jämtlands län,1994,136301.0
23,Jämtlands län,1995,135584.0
23,Jämtlands län,1996,134561.0
23,Jämtlands län,1997,133143.0
23,Jämtlands län,1998,131766.0
23,Jämtlands län,1999,130705.0
23,Jämtlands län,2000,129566.0
23,Jämtlands län,2001,128586.0
23,Jämtlands län,2002,127947.0
23,Jämtlands län,2003,127645.0
23,Jämtlands län,2004,127424.0
23,Jämtlands län,2005,127028.0
23,Jämtlands län,2006,127020.0
23,Jämtlands län,2007,126937.0
23,Jämtlands län,2008,126897.0
23,Jämtlands län,2009,126666.0
23,Jämtlands län,2010,126691.0
23,Jämtlands län,2011,126299.0
23,Jämtlands län,2012,126201.0
23,Jämtlands län,2013,126461.0
23,Jämtlands län,2014,126765.0
23,Jämtlands län,2015,127376.0
24,Västerbottens län,1968,234447.0
24,Västerbottens län,1969,233543.0
24,Västerbottens län,1970,233133.0
24,Västerbottens län,1971,232856.0
24,Västerbottens län,1972,233353.0
24,Västerbottens län,1973,233865.0
24,Västerbottens län,1974,234875.0
24,Västerbottens län,1975,236397.0
24,Västerbottens län,1976,237705.0
24,Västerbottens län,1977,239247.0
24,Västerbottens län,1978,240601.0
24,Västerbottens län,1979,241898.0
24,Västerbottens län,1980,243856.0
24,Västerbottens län,1981,244789.0
24,Västerbottens län,1982,245055.0
24,Västerbottens län,1983,245252.0
24,Västerbottens län,1984,245181.0
24,Västerbottens län,1985,245255.0
24,Västerbottens län,1986,245204.0
24,Västerbottens län,1987,245703.0
24,Västerbottens län,1988,247521.0
24,Västerbottens län,1989,250134.0
24,Västerbottens län,1990,251968.0
24,Västerbottens län,1991,253835.0
24,Västerbottens län,1992,255987.0
24,Västerbottens län,1993,258171.0
24,Västerbottens län,1994,259775.0
24,Västerbottens län,1995,260472.0
24,Västerbottens län,1996,259895.0
24,Västerbottens län,1997,259163.0
24,Västerbottens län,1998,257803.0
24,Västerbottens län,1999,256710.0
24,Västerbottens län,2000,255640.0
24,Västerbottens län,2001,254818.0
24,Västerbottens län,2002,255230.0
24,Västerbottens län,2003,255956.0
24,Västerbottens län,2004,256875.0
24,Västerbottens län,2005,257652.0
24,Västerbottens län,2006,257581.0
24,Västerbottens län,2007,257593.0
24,Västerbottens län,2008,257812.0
24,Västerbottens län,2009,258548.0
24,Västerbottens län,2010,259286.0
24,Västerbottens län,2011,259667.0
24,Västerbottens län,2012,260217.0
24,Västerbottens län,2013,261112.0
24,Västerbottens län,2014,262362.0
24,Västerbottens län,2015,263378.0
25,Norrbottens län,1968,259513.0
25,Norrbottens län,1969,256346.0
25,Norrbottens län,1970,255360.0
25,Norrbottens län,1971,256078.0
25,Norrbottens län,1972,257332.0
25,Norrbottens län,1973,259067.0
25,Norrbottens län,1974,261548.0
25,Norrbottens län,1975,264386.0
25,Norrbottens län,1976,266113.0
25,Norrbottens län,1977,266598.0
25,Norrbottens län,1978,266329.0
25,Norrbottens län,1979,266983.0
25,Norrbottens län,1980,267054.0
25,Norrbottens län,1981,266589.0
25,Norrbottens län,1982,265347.0
25,Norrbottens län,1983,264457.0
25,Norrbottens län,1984,263684.0
25,Norrbottens län,1985,262300.0
25,Norrbottens län,1986,261039.0
25,Norrbottens län,1987,260833.0
25,Norrbottens län,1988,261536.0
25,Norrbottens län,1989,262838.0
25,Norrbottens län,1990,263735.0
25,Norrbottens län,1991,264834.0
25,Norrbottens län,1992,266089.0
25,Norrbottens län,1993,267092.0
25,Norrbottens län,1994,267648.0
25,Norrbottens län,1995,266011.0
25,Norrbottens län,1996,264320.0
25,Norrbottens län,1997,262317.0
25,Norrbottens län,1998,260473.0
25,Norrbottens län,1999,258094.0
25,Norrbottens län,2000,256238.0
25,Norrbottens län,2001,254733.0
25,Norrbottens län,2002,253632.0
25,Norrbottens län,2003,252874.0
25,Norrbottens län,2004,252585.0
25,Norrbottens län,2005,251740.0
25,Norrbottens län,2006,251886.0
25,Norrbottens län,2007,250602.0
25,Norrbottens län,2008,249677.0
25,Norrbottens län,2009,249019.0
25,Norrbottens län,2010,248609.0
25,Norrbottens län,2011,248545.0
25,Norrbottens län,2012,248637.0
25,Norrbottens län,2013,249436.0
25,Norrbottens län,2014,249987.0
25,Norrbottens län,2015,249733.0
